setting_id,method,rank_pct,sel,kl_val_S,kl_S_val,P_S
rte_pos10_val277_n1300_nv277,A1,10.0,3,12.37569795336287,0.6404108844521198,"[1.0, 0.0]"
rte_pos10_val277_n1300_nv277,A1,10.0,5,12.37569795336287,0.6404108844521198,"[1.0, 0.0]"
rte_pos10_val277_n1300_nv277,A1,10.0,10,12.37569795336287,0.6404108844521198,"[1.0, 0.0]"
rte_pos10_val277_n1300_nv277,LR,10.0,1,13.871962634730842,0.7488201829591963,"[0.0, 1.0]"
rte_pos10_val277_n1300_nv277,LR,10.0,2,13.871962634730842,0.7488201829591963,"[0.0, 1.0]"
rte_pos10_val277_n1300_nv277,LR,10.0,3,13.871962634730842,0.7488201829591963,"[0.0, 1.0]"
rte_pos10_val277_n1300_nv277,LR,10.0,5,13.871962634730842,0.7488201829591963,"[0.0, 1.0]"
rte_pos10_val277_n1300_nv277,LR,10.0,10,13.871962634730842,0.7488201829591963,"[0.0, 1.0]"
rte_pos10_val277_n1300_nv277,FreeShap,,1,13.871962634730842,0.7488201829591963,"[0.0, 1.0]"
rte_pos10_val277_n1300_nv277,FreeShap,,2,13.871962634730842,0.7488201829591963,"[0.0, 1.0]"
rte_pos10_val277_n1300_nv277,FreeShap,,3,13.871962634730842,0.7488201829591963,"[0.0, 1.0]"
rte_pos10_val277_n1300_nv277,FreeShap,,5,0.2621455138354345,0.2267358997465621,"[0.2, 0.8]"
rte_pos10_val277_n1300_nv277,FreeShap,,10,0.5717841805891016,0.4128962797440202,"[0.1, 0.9]"
rte_pos30_val277_n1300_nv277,A1,10.0,1,12.37569795336287,0.6404108844521198,"[1.0, 0.0]"
rte_pos30_val277_n1300_nv277,A1,10.0,2,0.0014669166425273494,0.0014683531726491193,"[0.5, 0.5]"
rte_pos30_val277_n1300_nv277,A1,10.0,3,0.04159091153137043,0.04003314901991742,"[0.6666666666666666, 0.3333333333333333]"
rte_pos30_val277_n1300_nv277,A1,10.0,5,0.18707542207803962,0.16169032064225114,"[0.8, 0.2]"
rte_pos30_val277_n1300_nv277,A1,10.0,10,0.18707542207803962,0.16169032064225114,"[0.8, 0.2]"
rte_pos30_val277_n1300_nv277,LR,10.0,1,12.37569795336287,0.6404108844521198,"[1.0, 0.0]"
rte_pos30_val277_n1300_nv277,LR,10.0,2,12.37569795336287,0.6404108844521198,"[1.0, 0.0]"
rte_pos30_val277_n1300_nv277,LR,10.0,3,0.04159091153137043,0.04003314901991742,"[0.6666666666666666, 0.3333333333333333]"
rte_pos30_val277_n1300_nv277,LR,10.0,5,0.03285621105359798,0.032444796574056495,"[0.4, 0.6]"
rte_pos30_val277_n1300_nv277,LR,10.0,10,0.1115848880232341,0.105433091379138,"[0.3, 0.7]"
rte_pos30_val277_n1300_nv277,FreeShap,,1,13.871962634730842,0.7488201829591963,"[0.0, 1.0]"
rte_pos30_val277_n1300_nv277,FreeShap,,2,13.871962634730842,0.7488201829591963,"[0.0, 1.0]"
rte_pos30_val277_n1300_nv277,FreeShap,,3,13.871962634730842,0.7488201829591963,"[0.0, 1.0]"
rte_pos30_val277_n1300_nv277,FreeShap,,5,0.2621455138354345,0.2267358997465621,"[0.2, 0.8]"
