setting_id,dataset,regime,train_ratio_tag,val_ratio_tag,imbalance_level,C,n,n_val,kta_train_full,kta_train_via_val_full,kta_train_r1,kta_train_r5,kta_train_r10,kta_train_r15,kta_train_r20,kta_train_r25,kta_train_r30,kta_train_via_val_r1,kta_train_via_val_r5,kta_train_via_val_r10,kta_train_via_val_r15,kta_train_via_val_r20,kta_train_via_val_r25,kta_train_via_val_r30,kta_gap_r1,kta_gap_r5,kta_gap_r10,kta_gap_r15,kta_gap_r20,kta_gap_r25,kta_gap_r30,lc_train_r1,lc_train_r5,lc_train_r10,lc_train_r15,lc_train_r20,lc_train_r25,lc_train_r30,lc_val_r1,lc_val_r5,lc_val_r10,lc_val_r15,lc_val_r20,lc_val_r25,lc_val_r30,lc_gap_r1,lc_gap_r5,lc_gap_r10,lc_gap_r15,lc_gap_r20,lc_gap_r25,lc_gap_r30,pr_c2_train,pr_c2_val,d_eff_rho,d_eff_r1,d_eff_r5,d_eff_r10,d_eff_r15,d_eff_r20,d_eff_r25,d_eff_r30,d_eff_ratio_r1,d_eff_ratio_r5,d_eff_ratio_r10,d_eff_ratio_r15,d_eff_ratio_r20,d_eff_ratio_r25,d_eff_ratio_r30,overlap_LR_A1_r1,overlap_LR_A1_r5,overlap_LR_A1_r10,overlap_LR_A1_r15,overlap_LR_A1_r20,overlap_LR_A1_r25,overlap_LR_A1_r30,recovery_sel1,recovery_sel3,recovery_sel5,recovery_sel10,LR_loss_vs_random_balanced_sel1,LR_loss_vs_random_balanced_sel3,LR_loss_vs_random_balanced_sel5,LR_loss_vs_random_balanced_sel10,nystrom_clip_count
qqp_pos10_valbal1000_n5000_nv1000,qqp,valbal,pos10,valbal1000,extreme,2,5000,1000,0.0010828794597785006,0.6252559137576446,0.0010378821980902043,0.0010739256080988552,0.0010828794597785006,0.0010828794597785006,0.0010828794597785006,0.0010828794597785006,0.0010828794597785006,0.625257783972877,0.6252542143928586,0.6252559137576447,0.6252559137576447,0.6252559137576447,0.6252559137576447,0.6252559137576447,-0.6242199017747868,-0.6241802887847597,-0.6241730342978662,-0.6241730342978662,-0.6241730342978662,-0.6241730342978662,-0.6241730342978662,0.40326512495046096,0.7352511520278681,1.0,1.0,1.0,1.0,1.0,0.38697234027079835,0.7300284873776939,1.0,1.0,1.0,1.0,1.0,0.01629278467966261,0.00522266465017418,0.0,0.0,0.0,0.0,0.0,70.72270295138412,50.41973913508372,4999.798430083306,49.99999360457397,249.9998061387009,499.99915928171447,749.9980007054619,999.9962808987023,1249.9939508824068,1499.9909584090437,0.010000401876949443,0.050001977006608134,0.10000386341042623,0.15000564746626507,0.2000073192714772,0.25000886902986197,0.3000102862914918,0.4,0.584,1.0,1.0,1.0,1.0,1.0,0.15900000000000003,0.17200000000000004,0.18999999999999995,0.02499999999999991,0.016,0.049,0.029,-0.149,0
qqp_pos30_val1000_n2000_nv1000,qqp,single,pos30,val1000,mild,2,2000,1000,0.0026093444332085207,0.028313608007698943,0.00230060924020624,0.0025512533004991137,0.00258390747412848,0.0025992673083402662,0.0026045982054126475,0.002609344433208521,0.002609344433208521,0.028018246894421617,0.028257657978435595,0.028289068611504195,0.028303900958590828,0.02830902636618727,0.028313608007698943,0.028313608007698943,-0.025717637654215378,-0.02570640467793648,-0.025705161137375716,-0.025704633650250563,-0.02570442816077462,-0.025704263574490422,-0.025704263574490422,0.2504170986904452,0.5478418638691152,0.7066694878343859,0.8420151631493118,0.9141694622521631,1.0,1.0,0.24377023411426152,0.5679350791504679,0.7022556998713354,0.8294257875198054,0.92184324862658,1.0,1.0,0.006646864576183686,-0.020093215281352772,0.004413787963050475,0.01258937562950635,-0.007673786374416847,0.0,0.0,50.43274792109992,34.31639804309745,1999.9420425272815,19.999997874681508,99.9999349279128,199.99972947304178,299.99937055436544,399.9988452990013,499.998140441071,599.9972388100746,0.010000288733071466,0.05000141644182106,0.10000276269021609,0.1500040322044848,0.2000052185479994,0.25000631508762855,0.30000731323787344,0.25,0.39,0.53,0.6666666666666666,0.815,1.0,1.0,-0.03200000000000003,-0.020000000000000018,-0.019999999999999907,-0.03799999999999992,-0.083,-0.081,-0.0739999999999999,-0.0859999999999999,0
qqp_pos30_valbal1000_n5000_nv1000,qqp,valbal,pos30,valbal1000,mild,2,5000,1000,0.002660277928647974,0.14907959299506093,0.002602574197212769,0.0026508739742475127,0.002660277928647974,0.002660277928647974,0.002660277928647974,0.002660277928647974,0.002660277928647974,0.14903532531778185,0.1490719939480424,0.1490795929950609,0.1490795929950609,0.1490795929950609,0.1490795929950609,0.1490795929950609,-0.14643275112056908,-0.1464211199737949,-0.14641931506641293,-0.14641931506641293,-0.14641931506641293,-0.14641931506641293,-0.14641931506641293,0.5469404702197169,0.8178940586752341,1.0,1.0,1.0,1.0,1.0,0.38999045257516535,0.7310486206954272,1.0,1.0,1.0,1.0,1.0,0.15695001764455158,0.08684543797980693,0.0,0.0,0.0,0.0,0.0,34.48680142734946,47.2863804076478,4999.779831295528,49.999993398935715,249.99979892769602,499.9991183899657,749.9978958825602,999.996076432426,1249.9936091840104,1499.9904331563744,0.010000439036528508,0.05000216156776584,0.10000422723822369,0.1500061845099733,0.20000802238791981,0.2500097307005048,0.3000112972510034,0.5,0.584,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.008000000000000007,0.124,0.135,0.045,0.152,0
qqp_pos50_val1000_n2000_nv1000,qqp,single,pos50,val1000,mild,2,2000,1000,0.003238819193907844,0.06404241576308409,0.002880260921988364,0.0031871096214096447,0.0032207808472561905,0.0032309269148393517,0.0032349397993848834,0.003238819193907844,0.003238819193907844,0.06370727022507432,0.06399430661145897,0.06402561638441208,0.06403505439149768,0.06403877955742356,0.06404241576308409,0.06404241576308409,-0.060827009303085953,-0.06080719699004932,-0.06080483553715589,-0.06080412747665832,-0.06080383975803867,-0.06080359656917624,-0.06080359656917624,0.2868633410532202,0.630306084426619,0.7865963474410576,0.877559733062005,0.9306911089027952,1.0,1.0,0.2504159144315684,0.5828706698967637,0.70920269492698,0.8286423320363063,0.9054042661154686,1.0,1.0,0.03644742662165179,0.047435414529855224,0.0773936525140776,0.04891740102569864,0.025286842787326513,0.0,0.0,48.663988952499245,39.38607833593287,1999.9359342593502,19.999997823231027,99.99993341688007,199.99972092366755,299.99934551289937,399.99879476815863,499.99805180024464,599.997098069536,0.010000319250545274,0.0500015684021967,0.10000306384701008,0.1500044778304362,0.20000580414406768,0.25000703434303373,0.30000815915722673,0.4,0.46,0.575,0.69,0.81,1.0,1.0,0.03700000000000003,0.040000000000000036,0.05700000000000005,0.08199999999999996,-0.0659999999999999,-0.036,0.025,0.052,0
qqp_pos50_valbal1000_n5000_nv1000,qqp,valbal,pos50,valbal1000,mild,2,5000,1000,0.0032901601528092968,0.0032901601528092968,0.0032265465448597327,0.0032819409082207192,0.0032901601528092968,0.0032901601528092968,0.0032901601528092968,0.0032901601528092968,0.0032901601528092968,0.0032265465448597327,0.0032819409082207192,0.0032901601528092968,0.0032901601528092968,0.0032901601528092968,0.0032901601528092968,0.0032901601528092968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.582797947253,0.8552859203891721,1.0,1.0,1.0,1.0,1.0,0.3836854640795511,0.7412908386250014,1.0,1.0,1.0,1.0,1.0,0.19911248317344893,0.11399508176417061,0.0,0.0,0.0,0.0,0.0,32.491832453920594,55.09328300050382,4999.75794297802,49.99999325719256,249.99979140130853,499.99907635078887,749.9977877442866,999.9958698054625,1249.9932647280034,1499.9899087677675,0.010000482788854959,0.050002378965650573,0.10000465663603167,0.15000681958966264,0.20000885667073556,0.25001075631742814,0.3000125057802947,0.54,0.644,1.0,1.0,1.0,1.0,1.0,-0.010999999999999899,0.0040000000000000036,0.028000000000000025,0.0040000000000000036,-0.0139999999999999,-0.0439999999999999,-0.0769999999999999,-0.0969999999999999,0
qqp_pos50_valimb1000_pos10_n5000_nv1000,qqp,trainbal,pos50,valimb1000_pos10,mild,2,5000,1000,0.003290179952604884,0.4075704256178544,0.0032265658208411323,0.0032819607325931736,0.003290179952604884,0.003290179952604884,0.003290179952604884,0.003290179952604884,0.003290179952604884,0.4075408228869837,0.4075661868939823,0.40757042561785445,0.40757042561785445,0.40757042561785445,0.40757042561785445,0.40757042561785445,-0.40431425706614255,-0.4042842261613891,-0.40428024566524956,-0.40428024566524956,-0.40428024566524956,-0.40428024566524956,-0.40428024566524956,0.582797136407701,0.8552873140915926,1.0,1.0,1.0,1.0,1.0,0.2992187040069841,0.6556565512804586,1.0,1.0,1.0,1.0,1.0,0.28357843240071695,0.199630762811134,0.0,0.0,0.0,0.0,0.0,32.49163239648556,116.79260779468028,4999.7580101084295,49.999993257247375,249.99979140292604,499.999076366485,749.9977877973859,999.9958699329928,1249.9932649826221,1499.9899092208216,0.010000482654592123,0.05000237829460556,0.10000465529643535,0.15000681758618167,0.20000885401077761,0.250010753011527,0.30001250184272243,0.54,0.644,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2183,0.1788999999999999,0.1210999999999999,0.1961,0
qqp_pos50_valimb1000_pos30_n5000_nv1000,qqp,trainbal,pos50,valimb1000_pos30,mild,2,5000,1000,0.003290176269984749,0.15278501349104415,0.003226562357736485,0.0032819570952862635,0.0032901762699847495,0.0032901762699847495,0.0032901762699847495,0.0032901762699847495,0.0032901762699847495,0.15273343199852807,0.1527782171079955,0.15278501349104415,0.15278501349104415,0.15278501349104415,0.15278501349104415,0.15278501349104415,-0.14950686964079157,-0.14949626001270924,-0.14949483722105938,-0.14949483722105938,-0.14949483722105938,-0.14949483722105938,-0.14949483722105938,0.5827977167891208,0.8552876241548271,1.0,1.0,1.0,1.0,1.0,0.36912480722698765,0.7081234871527469,1.0,1.0,1.0,1.0,1.0,0.2136729095621332,0.1471641370020802,0.0,0.0,0.0,0.0,0.0,32.491732486025484,65.75637478413226,4999.757995758456,49.99999325722435,249.99979140209678,499.9990763624975,749.9977877851456,999.9958699045119,1249.993264926264,1499.989909120641,0.010000482683290238,0.050002378437953215,0.10000465558266453,0.15000681801427312,0.20000885457913328,0.25001075371781906,0.30001250268376134,0.54,0.644,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.185,0.1806999999999999,0.1398,0.1771,0
rte_pos10_val277_n1300_nv277,rte,single,pos10,val277,extreme,2,1300,277,0.001415450230974324,0.5997149318105095,0.0006617737700229561,0.0010665742501370316,0.0012002111543361047,0.0012687541145694513,0.0013044112590459283,0.001344921990634453,0.0013741724073492087,0.6001999876413148,0.5997517480219627,0.5997098877884737,0.5997011629311501,0.5996975351121383,0.5997024416674434,0.5997067031395,-0.5995382138712918,-0.5986851737718257,-0.5985096766341376,-0.5984324088165806,-0.5983931238530924,-0.598357519676809,-0.5983325307321509,0.051212154927336336,0.2111010472618191,0.3492918672166858,0.4730818017482943,0.5602231165272102,0.6862607945580039,0.7974784173845579,0.0625101288275382,0.2776696861057518,0.45072848741748206,0.5617637381375459,0.659201779196804,0.7402500001051139,0.8185137380485399,-0.011297973900201867,-0.06656863884393271,-0.10143662020079625,-0.08868193638925159,-0.09897866266959376,-0.05398920554710995,-0.02103532066398195,149.55319242343222,145.21808038677406,1299.99227467323,12.999999162659279,64.9999825402729,129.99993402150815,194.9998558087515,259.9997481592552,324.99961076011107,389.9994431454123,0.010000058781831606,0.05000028369907928,0.10000054350644917,0.1500007804721511,0.20000099479407255,0.2500011862315135,0.30000135442608206,0.15384615384615385,0.23076923076923078,0.36153846153846153,0.4358974358974359,0.5461538461538461,0.6523076923076923,0.782051282051282,0.15890000000000004,0.08299999999999996,-0.018100000000000005,0.0036000000000000476,0.0686,-0.0253000000000001,-0.1444,-0.0829999999999999,0
rte_pos30_val277_n1300_nv277,rte,single,pos30,val277,mild,2,1300,277,0.001699749971949758,0.12557820316201218,0.0008595639389930669,0.0012891674739923735,0.0014386487506370374,0.0015119126711977064,0.0015829385907946583,0.0016307099415709444,0.0016618711916182632,0.12501726177066094,0.12525550207955813,0.12536715118814407,0.12542310891903113,0.12548131216489522,0.125520875906489,0.1255466916393569,-0.12415769783166787,-0.12396633460556576,-0.12392850243750703,-0.12391119624783342,-0.12389837357410056,-0.12389016596491806,-0.12388482044773863,0.056944388466817125,0.2075762758274678,0.3396338636393783,0.4536543192481216,0.6051179535882457,0.7379651199448531,0.8422564104756143,0.06280131207569487,0.28456406933571166,0.47378456187288204,0.5592631127726816,0.6848703574032998,0.7922390130676598,0.8650991888310708,-0.00585692360887774,-0.07698779350824386,-0.13415069823350373,-0.10560879352455999,-0.07975240381505411,-0.054273893122806616,-0.02284277835545656,155.54695324369266,137.15860872196652,1299.9924565255524,12.999999158723002,64.9999825984675,129.9999345728619,194.99985698465457,259.99974999551057,324.99961344327113,389.99944680279305,0.010000057379923325,0.05000027674944425,0.1000005299417725,0.15000076039350593,0.200000968229003,0.25000115332352546,0.3000013152731147,0.15384615384615385,0.26153846153846155,0.3384615384615385,0.4256410256410256,0.5653846153846154,0.676923076923077,0.7974358974358975,0.10110000000000008,0.14440000000000008,0.03610000000000002,0.0035999999999999366,0.0252999999999999,-0.0071999999999999,-0.0867,-0.1552,0
rte_pos50_val277_n1300_nv277,rte,single,pos50,val277,mild,2,1300,277,0.0019343634602231683,0.004491316208554254,0.0010292333571686766,0.0015811449317502885,0.0016999747616569195,0.001763911399815546,0.0018181313178410592,0.0018718479891663244,0.0019009280859831202,0.0035895547563318236,0.00413964617704064,0.004257849033696159,0.004321527585198979,0.0043755181868852,0.00442905383704416,0.0044580323334339495,-0.002560321399163147,-0.0025585012452903517,-0.002557874272039239,-0.002557616185383433,-0.002557386869044141,-0.0025572058478778355,-0.002557104247450829,0.0647996334292515,0.26866294834047005,0.3867119985259989,0.4882855399240979,0.6100803938715482,0.7580031715968061,0.8574559097646577,0.06064048132920093,0.2726581512599526,0.4582065842954325,0.5816182092691935,0.7179893191100544,0.789670548231041,0.8864786951907481,0.004159152100050571,-0.003995202919482521,-0.07149458576943357,-0.0933326693450956,-0.10790892523850615,-0.03166737663423491,-0.02902278542609038,154.29662145172213,136.14410612328103,1299.9924470353349,12.999999148114986,64.99998221225557,129.99993250107696,194.99985266679326,259.99974332517104,324.9996044498901,389.99943591934755,0.010000057444765781,0.05000027681736894,0.10000052907810737,0.15000075816709188,0.2000009645579918,0.25000114823056074,0.3000013090912574,0.15384615384615385,0.3076923076923077,0.38461538461538464,0.4307692307692308,0.5192307692307693,0.6676923076923077,0.7717948717948718,-0.06140000000000001,-0.07220000000000004,-0.09029999999999994,-0.05779999999999996,-0.0867,-0.2599000000000001,-0.1768999999999999,-0.1661,0
rte_pos50_valbal262_n1300_nv262,rte,valbal,pos50,valbal262,mild,2,1300,262,0.0019343640000792988,0.0019343640000792988,0.0010292335976551908,0.0015811449089699115,0.0016999745986773747,0.0017639113715182256,0.0018181316309298086,0.001871848210694186,0.001900928449040798,0.0010292335976551908,0.0015811449089699115,0.0016999745986773747,0.0017639113715182256,0.0018181316309298086,0.001871848210694186,0.001900928449040798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06479955178675723,0.26866259693652567,0.38671138937231836,0.4882849836115726,0.6100803405226106,0.7580024737033019,0.8574554439337411,0.06228027524165213,0.27095184186122756,0.4552556993887286,0.5760409659911645,0.7171789149227897,0.7921513362756615,0.8876714897750126,0.002519276545105094,-0.0022892449247018942,-0.06854431001641026,-0.08775598237959192,-0.10709857440017911,-0.034148862572359606,-0.030216045841271577,154.29161383712048,136.16933072945645,1299.9924470603669,12.999999148115162,64.9999822122581,129.9999325010968,194.9998526668525,259.99974332530746,324.9996044501415,389.99943591978223,0.01000005744457336,0.050000276816408104,0.10000052907619707,0.1500007581642491,0.20000096455424562,0.25000114822594016,0.30000130908581507,0.15384615384615385,0.3076923076923077,0.38461538461538464,0.4307692307692308,0.5192307692307693,0.6676923076923077,0.7717948717948718,-0.04200000000000004,-0.02290000000000003,-0.06869999999999998,-0.02290000000000003,-0.0725,-0.2214,-0.1984,-0.1182999999999999,0
rte_pos50_valimb145_pos70_n1300_nv145,rte,trainbal,pos50,valimb145_pos70,mild,2,1300,145,0.0019343640000792988,0.1432582671398652,0.0010292335976551908,0.0015811449089699115,0.0016999745986773747,0.0017639113715182256,0.0018181316309298086,0.001871848210694186,0.001900928449040798,0.1426747729186976,0.14299620708479086,0.1430759105961129,0.1431224491363425,0.14316481589942726,0.14320822021920704,0.14323135611037788,-0.1416455393210424,-0.14141506217582095,-0.14137593599743553,-0.1413585377648243,-0.14134668426849745,-0.14133637200851284,-0.14133042766133708,0.06479955178675723,0.26866259693652567,0.38671138937231836,0.4882849836115726,0.6100803405226106,0.7580024737033019,0.8574554439337411,0.07844923318662513,0.2288335217112238,0.39796700244587774,0.5171836702902511,0.6594755971938974,0.745181591443958,0.857452352965984,-0.0136496813998679,0.03982907522530188,-0.011255613073559378,-0.028898686678678565,-0.04939525667128675,0.012820882259343858,3.0909677570800653e-06,154.29161383712048,148.80554449859702,1299.9924470603669,12.999999148115162,64.9999822122581,129.9999325010968,194.9998526668525,259.99974332530746,324.9996044501415,389.99943591978223,0.01000005744457336,0.050000276816408104,0.10000052907619707,0.1500007581642491,0.20000096455424562,0.25000114822594016,0.30000130908581507,0.15384615384615385,0.3076923076923077,0.38461538461538464,0.4307692307692308,0.5192307692307693,0.6676923076923077,0.7717948717948718,0.0695,0.12949999999999995,0.11060000000000003,0.15039999999999998,0.0548999999999999,-0.0665,0.0621,0.0921999999999999,0
rte_pos50_valimb145_pos90_n1300_nv145,rte,trainbal,pos50,valimb145_pos90,mild,2,1300,145,0.0019343640000792988,0.3834418368377275,0.0010292335976551908,0.0015811449089699115,0.0016999745986773747,0.0017639113715182256,0.0018181316309298086,0.001871848210694186,0.001900928449040798,0.38338646077773747,0.3833339422930364,0.3833477611704874,0.38336515922539305,0.3833872684731573,0.3834131888016155,0.3834262670801229,-0.3823572271800823,-0.3817527973840665,-0.38164778657181003,-0.38160124785387484,-0.3815691368422275,-0.3815413405909213,-0.3815253386310821,0.06479955178675723,0.26866259693652567,0.38671138937231836,0.4882849836115726,0.6100803405226106,0.7580024737033019,0.8574554439337411,0.05673538334986354,0.24872211754642318,0.3788178339751816,0.495996776777426,0.655573509100599,0.74575108101643,0.8635887470134673,0.008064168436893684,0.01994047939010249,0.007893555397136764,-0.007711793165853409,-0.04549316857798835,0.01225139268687192,-0.00613330307972626,154.29161383712048,138.5457092480588,1299.9924470603669,12.999999148115162,64.9999822122581,129.9999325010968,194.9998526668525,259.99974332530746,324.9996044501415,389.99943591978223,0.01000005744457336,0.050000276816408104,0.10000052907619707,0.1500007581642491,0.20000096455424562,0.25000114822594016,0.30000130908581507,0.15384615384615385,0.3076923076923077,0.38461538461538464,0.4307692307692308,0.5192307692307693,0.6676923076923077,0.7717948717948718,0.07179999999999997,0.10509999999999997,0.16149999999999998,0.19489999999999996,0.0666999999999999,-0.0705,0.0282,0.2128,0
rte_pos70_valbal262_n1300_nv262,rte,valbal,pos70,valbal262,mild,2,1300,262,0.001700999324984928,0.15525381725508763,0.0007608089416955748,0.0013162193872366505,0.0014593221186614176,0.0015445130201394187,0.0015992309041381592,0.0016408768584672828,0.001669410581096966,0.154634294469513,0.15497062469815984,0.1550693822867259,0.1551332198911341,0.15517494978882,0.15520717755059457,0.1552293358486338,-0.1538734855278174,-0.1536544053109232,-0.15361006016806447,-0.15358870687099468,-0.15357571888468183,-0.1535663006921273,-0.15355992526753684,0.054847226939219666,0.23533557040873296,0.37888639547279535,0.5192748102021935,0.6431512831066988,0.7645048833901847,0.8639260067870935,0.06322216665176467,0.24051256204259094,0.4456181275725605,0.5984257856369528,0.7276951229227634,0.7946464370251601,0.8729207261305603,-0.008374939712545,-0.005176991633857986,-0.06673173209976513,-0.07915097543475935,-0.08454383981606461,-0.030141553634975393,-0.00899471934346674,136.5431831660514,123.00004105863916,1299.9923940814474,12.999999136163838,64.9999820050404,129.99993117751404,194.99985006414175,259.999739283683,324.99959900668625,389.9994294382957,0.010000057842914856,0.05000027869468289,0.10000053213339744,0.15000076227517112,0.20000096959597555,0.2500011542270026,0.3000013163260564,0.15384615384615385,0.26153846153846155,0.3769230769230769,0.46153846153846156,0.5423076923076923,0.6492307692307693,0.782051282051282,0.12980000000000003,0.17180000000000006,0.0381999999999999,0.011400000000000077,0.0304999999999999,0.0229,-0.1489,-0.1871,0
rte_pos90_valbal262_n1300_nv262,rte,valbal,pos90,valbal262,extreme,2,1300,262,0.0014501456974957549,0.6257041872513236,0.0007050525584770981,0.0010837558934689837,0.0012185090203969432,0.001292053278852303,0.001351632078233794,0.0013834540346974397,0.0014086599067940158,0.6262078483055288,0.6257387096894991,0.6256980911035589,0.6256921089611126,0.625695829624388,0.625696049016564,0.6256977643430379,-0.6255027957470517,-0.6246549537960301,-0.6244795820831619,-0.6244000556822603,-0.6243441975461542,-0.6243125949818665,-0.6242891044362439,0.060376907422924245,0.20664738603480207,0.35135132159469706,0.478926234899862,0.6219155777966977,0.717716762482742,0.8109342401497008,0.06232978929823715,0.25021515358508745,0.4514505866867014,0.5503134037285513,0.7175769265178876,0.8168805363640071,0.898951269039671,-0.001952881875312902,-0.04356776755028538,-0.10009926509200434,-0.07138716882868928,-0.09566134872118992,-0.09916377388126518,-0.0880170288899702,175.28899453669933,125.40172631079001,1299.5124189522207,12.999999131147712,64.99998196709744,129.99993080688637,194.99984890811288,259.99973746523415,324.99959658012165,389.99942664765484,0.010003751362091202,0.05001874627678129,0.10003746706145644,0.15005616419221188,0.20007483858820557,0.25009349032782957,0.30011211971495133,0.15384615384615385,0.26153846153846155,0.3076923076923077,0.4512820512820513,0.5615384615384615,0.6707692307692308,0.7923076923076923,0.11070000000000002,0.09920000000000007,0.08019999999999994,0.011499999999999955,-0.0,-0.0267999999999999,-0.0686999999999999,-0.1029999999999999,0
sst2_pos50_valbal856_n5000_nv856,sst2,valbal,pos50,valbal856,mild,2,5000,856,0.015871729849342004,0.015871729849342004,0.015720286846664377,0.015845903652741154,0.015871729849342008,0.015871729849342008,0.015871729849342008,0.015871729849342008,0.015871729849342008,0.015720286846664377,0.015845903652741154,0.015871729849342008,0.015871729849342008,0.015871729849342008,0.015871729849342008,0.015871729849342008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7915932270736689,0.9143435355953891,1.0,1.0,1.0,1.0,1.0,0.35993434173632005,0.804296716821628,1.0,1.0,1.0,1.0,1.0,0.4316588853373488,0.1100468187737611,0.0,0.0,0.0,0.0,0.0,7.7742504716348435,64.31315817638594,4999.095913716432,49.99999724113655,249.99992955992641,499.99972013274044,749.9993720565911,999.9988853287855,1249.998258768516,1499.9974895354785,0.01000180794770259,0.050009028407312806,0.10001802901217598,0.15002700188223153,0.20003594701694083,0.2500448641800996,0.3000537528035443,0.5,0.572,1.0,1.0,1.0,1.0,1.0,-0.01639999999999997,-0.0035000000000000586,-0.005799999999999916,0.01640000000000008,-0.0269,-0.1005,-0.0968999999999999,-0.0571999999999999,0
sst2_pos50_valimb400_pos70_n5000_nv400,sst2,trainbal,pos50,valimb400_pos70,mild,2,5000,400,0.015871730840287045,0.13545739370908047,0.015720287874093745,0.015845904756430426,0.015871730840287045,0.015871730840287045,0.015871730840287045,0.015871730840287045,0.015871730840287045,0.13535758026542927,0.13543863344151655,0.13545739370908047,0.13545739370908047,0.13545739370908047,0.13545739370908047,0.13545739370908047,-0.11963729239133553,-0.11959272868508612,-0.11958566286879342,-0.11958566286879342,-0.11958566286879342,-0.11958566286879342,-0.11958566286879342,0.7915933129994456,0.9143438166314729,1.0,1.0,1.0,1.0,1.0,0.32378864976147775,0.7836382014798361,1.0,1.0,1.0,1.0,1.0,0.4678046632379678,0.1307056151516368,0.0,0.0,0.0,0.0,0.0,7.77425141134027,81.62083371330672,4999.09591324954,49.9999972411357,249.99992955989484,499.99972013259116,749.9993720561606,999.9988853278226,1249.9982587667166,1499.9974895324324,0.010001807948636542,0.050009028411977095,0.10001802902148732,0.15002700189615722,0.2000359470354306,0.25004486420309263,0.30005375283095853,0.5,0.572,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2994,0.2410999999999999,0.2738,0.269,0
sst2_pos50_valimb400_pos90_n5000_nv400,sst2,trainbal,pos50,valimb400_pos90,mild,2,5000,400,0.015871731216566813,0.36916811471795147,0.015720288257593855,0.015845905063360668,0.015871731216566813,0.015871731216566813,0.015871731216566813,0.015871731216566813,0.015871731216566813,0.3691689939202383,0.36916291220444614,0.36916811471795147,0.36916811471795147,0.36916811471795147,0.36916811471795147,0.36916811471795147,-0.3534487056626444,-0.3533170071410855,-0.35329638350138465,-0.35329638350138465,-0.35329638350138465,-0.35329638350138465,-0.35329638350138465,0.7915932387500432,0.9143436095096953,1.0,1.0,1.0,1.0,1.0,0.33562182142466535,0.7566777153937396,1.0,1.0,1.0,1.0,1.0,0.4559714173253778,0.15766589411595566,0.0,0.0,0.0,0.0,0.0,7.774251264477686,93.44737871616843,4999.095913272045,49.999997241135915,249.9999295598996,499.9997201325896,749.9993720561483,999.9988853278078,1249.9982587667077,1499.9974895324417,0.010001807948591557,0.050009028411752914,0.10001802902103674,0.15002700189547938,0.2000359470345271,0.2500448642019652,0.3000537528296096,0.5,0.572,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3167,0.2221999999999999,0.2846999999999999,0.275,0
sst2_pos70_val872_n2000_nv872,sst2,single,pos70,val872,mild,2,2000,872,0.013746676424010928,0.16577910375471502,0.013233298806413343,0.013584338238598066,0.013680600306219272,0.013711508847372862,0.013731292004663416,0.013746676424010926,0.013746676424010926,0.1654830665225821,0.16566751391195253,0.16573344544125437,0.16575400926739714,0.16576788642090584,0.16577910375471502,0.16577910375471502,-0.15224976771616877,-0.15208317567335447,-0.15205284513503511,-0.1520425004200243,-0.15203659441624243,-0.1520324273307041,-0.1520324273307041,0.5858039767478579,0.729140125601797,0.8371982078812402,0.8957964915615606,0.9477352407170241,1.0,1.0,0.232006406186096,0.5527814164519526,0.7501793585587457,0.8666040544527723,0.9431954220208659,1.0,1.0,0.35379757056176186,0.17635870914984442,0.08701884932249448,0.02919243710878827,0.00453981869615816,0.0,0.0,16.525316495745482,56.84179841205972,1999.5612644367598,19.999999034351926,99.99997589147848,199.99990623665073,299.9997936853065,399.99963863586913,499.99944073244114,599.9991995836156,0.01000219367621405,0.05001095873881447,0.10002189469947903,0.15003280920717926,0.20004370246117054,0.2500545742834651,0.30006542447831647,0.55,0.42,0.555,0.6666666666666666,0.8225,1.0,1.0,0.1915,0.18469999999999998,0.05740000000000001,0.028699999999999948,0.0986,0.2317,0.0665999999999999,-0.016,0
